"","date","location","satellite_grid_lat","satellite_grid_long","vcd_no2"
"411","2019 05 17","Taipei","25.125","121.625","-1.26765060022823e+30"
"412","2019 05 18","Los Angeles","34.125","-118.125","8200479305629696"
"413","2019 05 18","Delhi","28.625","77.125","7869181634543616"
"414","2019 05 18","Taipei","25.125","121.625","4738190204207104"
"415","2019 05 19","Los Angeles","34.125","-118.125","6929805178044416"
"416","2019 05 19","Delhi","28.625","77.125","-1.26765060022823e+30"
"417","2019 05 19","Taipei","25.125","121.625","5315090748276736"
"418","2019 05 20","Los Angeles","34.125","-118.125","7452885486927872"
"419","2019 05 20","Delhi","28.625","77.125","8534974042996736"
"420","2019 05 20","Taipei","25.125","121.625","9125271126933504"
"421","2019 05 21","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"422","2019 05 21","Delhi","28.625","77.125","-1.26765060022823e+30"
"423","2019 05 21","Taipei","25.125","121.625","5245668507516928"
"424","2019 05 22","Los Angeles","34.125","-118.125","9273487227092992"
"425","2019 05 22","Delhi","28.625","77.125","7860141265256448"
"426","2019 05 22","Taipei","25.125","121.625","-1.26765060022823e+30"
"427","2019 05 23","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"428","2019 05 23","Delhi","28.625","77.125","9593024203980800"
"429","2019 05 23","Taipei","25.125","121.625","4125998450737152"
"430","2019 05 24","Los Angeles","34.125","-118.125","9450360422793216"
"431","2019 05 24","Delhi","28.625","77.125","8111423158747136"
"432","2019 05 24","Taipei","25.125","121.625","-1.26765060022823e+30"
"433","2019 05 25","Los Angeles","34.125","-118.125","10123129468747776"
"434","2019 05 25","Delhi","28.625","77.125","7161405383901184"
"435","2019 05 25","Taipei","25.125","121.625","4592338483544064"
"436","2019 05 26","Los Angeles","34.125","-118.125","5216107858231296"
"437","2019 05 26","Delhi","28.625","77.125","-1.26765060022823e+30"
"438","2019 05 26","Taipei","25.125","121.625","6422926022672384"
"439","2019 05 27","Los Angeles","34.125","-118.125","5756901149114368"
"440","2019 05 27","Delhi","28.625","77.125","8501484572377088"
"441","2019 05 27","Taipei","25.125","121.625","7030284327321600"
"442","2019 05 28","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"443","2019 05 28","Delhi","28.625","77.125","-1.26765060022823e+30"
"444","2019 05 28","Taipei","25.125","121.625","6220803787980800"
"445","2019 05 29","Los Angeles","34.125","-118.125","11093757717905408"
"446","2019 05 29","Delhi","28.625","77.125","7890790151880704"
"447","2019 05 29","Taipei","25.125","121.625","4677360582393856"
"448","2019 05 30","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"449","2019 05 30","Delhi","28.625","77.125","9495967606767616"
"450","2019 05 30","Taipei","25.125","121.625","4830521263652864"
"451","2019 05 31","Los Angeles","34.125","-118.125","9424652896043008"
"452","2019 05 31","Delhi","28.625","77.125","11566463965986816"
"453","2019 05 31","Taipei","25.125","121.625","-1.26765060022823e+30"
"454","2019 06 01","Los Angeles","34.125","-118.125","5318337743552512"
"455","2019 06 01","Delhi","28.625","77.125","11005622841507840"
"456","2019 06 01","Taipei","25.125","121.625","4727488756318208"
"457","2019 06 02","Los Angeles","34.125","-118.125","5726874495877120"
"458","2019 06 02","Delhi","28.625","77.125","11544937589899264"
"459","2019 06 02","Taipei","25.125","121.625","-1.26765060022823e+30"
"460","2019 06 03","Los Angeles","34.125","-118.125","9426623212290048"
"461","2019 06 03","Delhi","28.625","77.125","8201586870321152"
"462","2019 06 03","Taipei","25.125","121.625","4855935658885120"
"463","2019 06 04","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"464","2019 06 04","Delhi","28.625","77.125","-1.26765060022823e+30"
"465","2019 06 04","Taipei","25.125","121.625","3872562094276608"
"466","2019 06 05","Los Angeles","34.125","-118.125","8760954284146688"
"467","2019 06 05","Delhi","28.625","77.125","-1.26765060022823e+30"
"468","2019 06 05","Taipei","25.125","121.625","-1.26765060022823e+30"
"469","2019 06 06","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"470","2019 06 06","Delhi","28.625","77.125","-1.26765060022823e+30"
"471","2019 06 06","Taipei","25.125","121.625","6732479884951552"
"472","2019 06 07","Los Angeles","34.125","-118.125","6355592746631168"
"473","2019 06 07","Delhi","28.625","77.125","10798616155258880"
"474","2019 06 07","Taipei","25.125","121.625","-1.26765060022823e+30"
"475","2019 06 08","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"476","2019 06 08","Delhi","28.625","77.125","10981462576726016"
"477","2019 06 08","Taipei","25.125","121.625","5429677791379456"
"478","2019 06 09","Los Angeles","34.125","-118.125","5809492486782976"
"479","2019 06 09","Delhi","28.625","77.125","11970560258998272"
"480","2019 06 09","Taipei","25.125","121.625","-1.26765060022823e+30"
"481","2019 06 10","Los Angeles","34.125","-118.125","8453513545777152"
"482","2019 06 10","Delhi","28.625","77.125","8214900195196928"
"483","2019 06 10","Taipei","25.125","121.625","3550987423842304"
"484","2019 06 11","Los Angeles","34.125","-118.125","7110681283264512"
"485","2019 06 11","Delhi","28.625","77.125","-1.26765060022823e+30"
"486","2019 06 11","Taipei","25.125","121.625","5435875429187584"
"487","2019 06 12","Los Angeles","34.125","-118.125","8640917464416256"
"488","2019 06 12","Delhi","28.625","77.125","8052124692774912"
"489","2019 06 12","Taipei","25.125","121.625","3282816376766464"
"490","2019 06 13","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"491","2019 06 13","Delhi","28.625","77.125","-1.26765060022823e+30"
"492","2019 06 13","Taipei","25.125","121.625","8459920026370048"
"493","2019 06 14","Los Angeles","34.125","-118.125","7064532396539904"
"494","2019 06 14","Delhi","28.625","77.125","8263945500491776"
"495","2019 06 14","Taipei","25.125","121.625","5793709555712000"
"496","2019 06 15","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"497","2019 06 15","Delhi","28.625","77.125","8963337974972416"
"498","2019 06 15","Taipei","25.125","121.625","6550750691852288"
"499","2019 06 16","Los Angeles","34.125","-118.125","6419188327383040"
"500","2019 06 16","Delhi","28.625","77.125","9235448849235968"
"501","2019 06 16","Taipei","25.125","121.625","-1.26765060022823e+30"
"502","2019 06 17","Los Angeles","34.125","-118.125","5330115617619968"
"503","2019 06 17","Delhi","28.625","77.125","6638391110139904"
"504","2019 06 17","Taipei","25.125","121.625","5187512502845440"
"505","2019 06 18","Los Angeles","34.125","-118.125","8370503102234624"
"506","2019 06 18","Delhi","28.625","77.125","5482526827085824"
"507","2019 06 18","Taipei","25.125","121.625","-1.26765060022823e+30"
"508","2019 06 19","Los Angeles","34.125","-118.125","10370422948233216"
"509","2019 06 19","Delhi","28.625","77.125","11909344090128384"
"510","2019 06 19","Taipei","25.125","121.625","4915022060847104"
"511","2019 06 20","Los Angeles","34.125","-118.125","5449019102855168"
"512","2019 06 20","Delhi","28.625","77.125","-1.26765060022823e+30"
"513","2019 06 20","Taipei","25.125","121.625","4770002490097664"
"514","2019 06 21","Los Angeles","34.125","-118.125","5360874562781184"
"515","2019 06 21","Delhi","28.625","77.125","8175555073540096"
"516","2019 06 21","Taipei","25.125","121.625","7677666358460416"
"517","2019 06 22","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"518","2019 06 22","Delhi","28.625","77.125","-1.26765060022823e+30"
"519","2019 06 22","Taipei","25.125","121.625","2374362342621184"
"520","2019 06 23","Los Angeles","34.125","-118.125","5511511413882880"
"521","2019 06 23","Delhi","28.625","77.125","10187294132666368"
"522","2019 06 23","Taipei","25.125","121.625","-1.26765060022823e+30"
"523","2019 06 24","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"524","2019 06 24","Delhi","28.625","77.125","9422101685469184"
"525","2019 06 24","Taipei","25.125","121.625","1973065026109440"
"526","2019 06 25","Los Angeles","34.125","-118.125","6447709594583040"
"527","2019 06 25","Delhi","28.625","77.125","11637601509310464"
"528","2019 06 25","Taipei","25.125","121.625","-1.26765060022823e+30"
"529","2019 06 26","Los Angeles","34.125","-118.125","7865755324383232"
"530","2019 06 26","Delhi","28.625","77.125","9906622314840064"
"531","2019 06 26","Taipei","25.125","121.625","6212381893984256"
"532","2019 06 27","Los Angeles","34.125","-118.125","8059998441570304"
"533","2019 06 27","Delhi","28.625","77.125","-1.26765060022823e+30"
"534","2019 06 27","Taipei","25.125","121.625","6893067101536256"
"535","2019 06 28","Los Angeles","34.125","-118.125","8450284267241472"
"536","2019 06 28","Delhi","28.625","77.125","8841969178509312"
"537","2019 06 28","Taipei","25.125","121.625","6290925034668032"
"538","2019 06 29","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"539","2019 06 29","Delhi","28.625","77.125","-1.26765060022823e+30"
"540","2019 06 29","Taipei","25.125","121.625","6054151003832320"
"541","2019 06 30","Los Angeles","34.125","-118.125","5443882858840064"
"542","2019 06 30","Delhi","28.625","77.125","7509343905775616"
"543","2019 06 30","Taipei","25.125","121.625","7309188229234688"
"544","2019 07 01","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"545","2019 07 01","Delhi","28.625","77.125","9369897431728128"
"546","2019 07 01","Taipei","25.125","121.625","4026287295299584"
"547","2019 07 02","Los Angeles","34.125","-118.125","8008486751305728"
"548","2019 07 02","Delhi","28.625","77.125","10471609156501504"
"549","2019 07 02","Taipei","25.125","121.625","-1.26765060022823e+30"
"550","2019 07 03","Los Angeles","34.125","-118.125","9187270053593088"
"551","2019 07 03","Delhi","28.625","77.125","6941834844569600"
"552","2019 07 03","Taipei","25.125","121.625","4588529384423424"
"553","2019 07 04","Los Angeles","34.125","-118.125","6239681779859456"
"554","2019 07 04","Delhi","28.625","77.125","7303191918018560"
"555","2019 07 04","Taipei","25.125","121.625","-1.26765060022823e+30"
"556","2019 07 05","Los Angeles","34.125","-118.125","8060493973422080"
"557","2019 07 05","Delhi","28.625","77.125","5545435749941248"
"558","2019 07 05","Taipei","25.125","121.625","5739129111314432"
"559","2019 07 06","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"560","2019 07 06","Delhi","28.625","77.125","-1.26765060022823e+30"
"561","2019 07 06","Taipei","25.125","121.625","1666245984256000"
"562","2019 07 07","Los Angeles","34.125","-118.125","6502903145562112"
"563","2019 07 07","Delhi","28.625","77.125","-1.26765060022823e+30"
"564","2019 07 07","Taipei","25.125","121.625","-1.26765060022823e+30"
"565","2019 07 08","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"566","2019 07 08","Delhi","28.625","77.125","-1.26765060022823e+30"
"567","2019 07 08","Taipei","25.125","121.625","4662623475859456"
"568","2019 07 09","Los Angeles","34.125","-118.125","7188384757841920"
"569","2019 07 09","Delhi","28.625","77.125","8981446093963264"
"570","2019 07 09","Taipei","25.125","121.625","-1.26765060022823e+30"
"571","2019 07 10","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"572","2019 07 10","Delhi","28.625","77.125","6497548395085824"
"573","2019 07 10","Taipei","25.125","121.625","7529923778445312"
"574","2019 07 11","Los Angeles","34.125","-118.125","7857284038262784"
"575","2019 07 11","Delhi","28.625","77.125","7556361449635840"
"576","2019 07 11","Taipei","25.125","121.625","-1.26765060022823e+30"
"577","2019 07 12","Los Angeles","34.125","-118.125","9397140409286656"
"578","2019 07 12","Delhi","28.625","77.125","5833441224425472"
"579","2019 07 12","Taipei","25.125","121.625","6504453628755968"
"580","2019 07 13","Los Angeles","34.125","-118.125","5457489852104704"
"581","2019 07 13","Delhi","28.625","77.125","-1.26765060022823e+30"
"582","2019 07 13","Taipei","25.125","121.625","5526764453363712"
"583","2019 07 14","Los Angeles","34.125","-118.125","4953252638490624"
"584","2019 07 14","Delhi","28.625","77.125","5608165357912064"
"585","2019 07 14","Taipei","25.125","121.625","4397306434551808"
"586","2019 07 15","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"587","2019 07 15","Delhi","28.625","77.125","-1.26765060022823e+30"
"588","2019 07 15","Taipei","25.125","121.625","5714877041606656"
"589","2019 07 16","Los Angeles","34.125","-118.125","7379961237209088"
"590","2019 07 16","Delhi","28.625","77.125","6319327653396480"
"591","2019 07 16","Taipei","25.125","121.625","4959727838560256"
"592","2019 07 17","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"593","2019 07 17","Delhi","28.625","77.125","4952657248649216"
"594","2019 07 17","Taipei","25.125","121.625","3678058326261760"
"595","2019 07 18","Los Angeles","34.125","-118.125","7095488910196736"
"596","2019 07 18","Delhi","28.625","77.125","5701801013673984"
"597","2019 07 18","Taipei","25.125","121.625","-1.26765060022823e+30"
"598","2019 07 19","Los Angeles","34.125","-118.125","8498859810488320"
"599","2019 07 19","Delhi","28.625","77.125","8488137424633856"
"600","2019 07 19","Taipei","25.125","121.625","5087016173699072"
"601","2019 07 20","Los Angeles","34.125","-118.125","5884950230335488"
"602","2019 07 20","Delhi","28.625","77.125","8306524732522496"
"603","2019 07 20","Taipei","25.125","121.625","-1.26765060022823e+30"
"604","2019 07 21","Los Angeles","34.125","-118.125","5292118578823168"
"605","2019 07 21","Delhi","28.625","77.125","6564727589175296"
"606","2019 07 21","Taipei","25.125","121.625","7181090829631488"
"607","2019 07 22","Los Angeles","34.125","-118.125","9082732697092096"
"608","2019 07 22","Delhi","28.625","77.125","-1.26765060022823e+30"
"609","2019 07 22","Taipei","25.125","121.625","7864143637905408"
"610","2019 07 23","Los Angeles","34.125","-118.125","7800144330227712"
"611","2019 07 23","Delhi","28.625","77.125","6648670577491968"
"612","2019 07 23","Taipei","25.125","121.625","5688536544051200"
"613","2019 07 24","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"614","2019 07 24","Delhi","28.625","77.125","-1.26765060022823e+30"
"615","2019 07 24","Taipei","25.125","121.625","5882757112659968"
"616","2019 07 25","Los Angeles","34.125","-118.125","6147556341972992"
"617","2019 07 25","Delhi","28.625","77.125","6949425662394368"
"618","2019 07 25","Taipei","25.125","121.625","-1.26765060022823e+30"
"619","2019 07 26","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"620","2019 07 26","Delhi","28.625","77.125","5952517045223424"
"621","2019 07 26","Taipei","25.125","121.625","6199970512240640"
"622","2019 07 27","Los Angeles","34.125","-118.125","5991948603097088"
"623","2019 07 27","Delhi","28.625","77.125","4977745226366976"
"624","2019 07 27","Taipei","25.125","121.625","-1.26765060022823e+30"
"625","2019 07 28","Los Angeles","34.125","-118.125","6558317887356928"
"626","2019 07 28","Delhi","28.625","77.125","6041925916295168"
"627","2019 07 28","Taipei","25.125","121.625","3581292981518336"
"628","2019 07 29","Los Angeles","34.125","-118.125","6759306250682368"
"629","2019 07 29","Delhi","28.625","77.125","-1.26765060022823e+30"
"630","2019 07 29","Taipei","25.125","121.625","3939272868495360"
"631","2019 07 30","Los Angeles","34.125","-118.125","8489312635060224"
"632","2019 07 30","Delhi","28.625","77.125","3700041579495424"
"633","2019 07 30","Taipei","25.125","121.625","5072950692675584"
"634","2019 07 31","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"635","2019 07 31","Delhi","28.625","77.125","-1.26765060022823e+30"
"636","2019 07 31","Taipei","25.125","121.625","4478338240348160"
"637","2019 08 01","Los Angeles","34.125","-118.125","7303632152166400"
"638","2019 08 01","Delhi","28.625","77.125","6384760406409216"
"639","2019 08 01","Taipei","25.125","121.625","4618106676707328"
"640","2019 08 02","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"641","2019 08 02","Delhi","28.625","77.125","7597771913691136"
"642","2019 08 02","Taipei","25.125","121.625","6332413881876480"
"643","2019 08 03","Los Angeles","34.125","-118.125","7380077738196992"
"644","2019 08 03","Delhi","28.625","77.125","7966621557587968"
"645","2019 08 03","Taipei","25.125","121.625","-1.26765060022823e+30"
"646","2019 08 04","Los Angeles","34.125","-118.125","7891430638878720"
"647","2019 08 04","Delhi","28.625","77.125","6854883231662080"
"648","2019 08 04","Taipei","25.125","121.625","5358697014362112"
"649","2019 08 05","Los Angeles","34.125","-118.125","6750335137742848"
"650","2019 08 05","Delhi","28.625","77.125","6727796759986176"
"651","2019 08 05","Taipei","25.125","121.625","-1.26765060022823e+30"
"652","2019 08 06","Los Angeles","34.125","-118.125","8417363342917632"
"653","2019 08 06","Delhi","28.625","77.125","7449243891531776"
"654","2019 08 06","Taipei","25.125","121.625","6513206235234304"
"655","2019 08 07","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"656","2019 08 07","Delhi","28.625","77.125","-1.26765060022823e+30"
"657","2019 08 07","Taipei","25.125","121.625","4607336509341696"
"658","2019 08 08","Los Angeles","34.125","-118.125","8915861943353344"
"659","2019 08 08","Delhi","28.625","77.125","-1.26765060022823e+30"
"660","2019 08 08","Taipei","25.125","121.625","-1.26765060022823e+30"
"661","2019 08 09","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"662","2019 08 09","Delhi","28.625","77.125","-1.26765060022823e+30"
"663","2019 08 09","Taipei","25.125","121.625","3836501011988480"
"664","2019 08 10","Los Angeles","34.125","-118.125","5769404335783936"
"665","2019 08 10","Delhi","28.625","77.125","5497339632418816"
"666","2019 08 10","Taipei","25.125","121.625","-1.26765060022823e+30"
"667","2019 08 11","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"668","2019 08 11","Delhi","28.625","77.125","5944728122032128"
"669","2019 08 11","Taipei","25.125","121.625","5017496222433280"
"670","2019 08 12","Los Angeles","34.125","-118.125","6832931116941312"
"671","2019 08 12","Delhi","28.625","77.125","4615693441957888"
"672","2019 08 12","Taipei","25.125","121.625","-1.26765060022823e+30"
"673","2019 08 13","Los Angeles","34.125","-118.125","9160866742140928"
"674","2019 08 13","Delhi","28.625","77.125","5024788540030976"
"675","2019 08 13","Taipei","25.125","121.625","4533120548208640"
"676","2019 08 14","Los Angeles","34.125","-118.125","6921904585703424"
"677","2019 08 14","Delhi","28.625","77.125","-1.26765060022823e+30"
"678","2019 08 14","Taipei","25.125","121.625","5222063904129024"
"679","2019 08 15","Los Angeles","34.125","-118.125","10632353676263424"
"680","2019 08 15","Delhi","28.625","77.125","3699478401908736"
"681","2019 08 15","Taipei","25.125","121.625","5254028124487680"
"682","2019 08 16","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"683","2019 08 16","Delhi","28.625","77.125","-1.26765060022823e+30"
"684","2019 08 16","Taipei","25.125","121.625","4678042945323008"
"685","2019 08 17","Los Angeles","34.125","-118.125","6473653881405440"
"686","2019 08 17","Delhi","28.625","77.125","3589747624640512"
"687","2019 08 17","Taipei","25.125","121.625","6298772476788736"
"688","2019 08 18","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"689","2019 08 18","Delhi","28.625","77.125","3030369741832192"
"690","2019 08 18","Taipei","25.125","121.625","5376099684974592"
"691","2019 08 19","Los Angeles","34.125","-118.125","7139229930881024"
"692","2019 08 19","Delhi","28.625","77.125","6759181159759872"
"693","2019 08 19","Taipei","25.125","121.625","-1.26765060022823e+30"
"694","2019 08 20","Los Angeles","34.125","-118.125","12137020306489344"
"695","2019 08 20","Delhi","28.625","77.125","5683234406924288"
"696","2019 08 20","Taipei","25.125","121.625","6053617354145792"
"697","2019 08 21","Los Angeles","34.125","-118.125","8747416547229696"
"698","2019 08 21","Delhi","28.625","77.125","6378656721010688"
"699","2019 08 21","Taipei","25.125","121.625","-1.26765060022823e+30"
"700","2019 08 22","Los Angeles","34.125","-118.125","6675022349336576"
"701","2019 08 22","Delhi","28.625","77.125","5782595254091776"
"702","2019 08 22","Taipei","25.125","121.625","5377047799005184"
"703","2019 08 23","Los Angeles","34.125","-118.125","5307824737353728"
"704","2019 08 23","Delhi","28.625","77.125","-1.26765060022823e+30"
"705","2019 08 23","Taipei","25.125","121.625","4176698123747328"
"706","2019 08 24","Los Angeles","34.125","-118.125","6854338307686400"
"707","2019 08 24","Delhi","28.625","77.125","6790348663685120"
"708","2019 08 24","Taipei","25.125","121.625","3711394520236032"
"709","2019 08 25","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"710","2019 08 25","Delhi","28.625","77.125","-1.26765060022823e+30"
"711","2019 08 25","Taipei","25.125","121.625","4162028931383296"
"712","2019 08 26","Los Angeles","34.125","-118.125","7349197997080576"
"713","2019 08 26","Delhi","28.625","77.125","5491201587281920"
"714","2019 08 26","Taipei","25.125","121.625","-1.26765060022823e+30"
"715","2019 08 27","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"716","2019 08 27","Delhi","28.625","77.125","7669542427820032"
"717","2019 08 27","Taipei","25.125","121.625","5815924200308736"
"718","2019 08 28","Los Angeles","34.125","-118.125","5825207235248128"
"719","2019 08 28","Delhi","28.625","77.125","6267176013004800"
"720","2019 08 28","Taipei","25.125","121.625","-1.26765060022823e+30"
"721","2019 08 29","Los Angeles","34.125","-118.125","8099587302621184"
"722","2019 08 29","Delhi","28.625","77.125","6859069751033856"
"723","2019 08 29","Taipei","25.125","121.625","4713746471583744"
"724","2019 08 30","Los Angeles","34.125","-118.125","6886728803549184"
"725","2019 08 30","Delhi","28.625","77.125","-1.26765060022823e+30"
"726","2019 08 30","Taipei","25.125","121.625","6297092070834176"
"727","2019 08 31","Los Angeles","34.125","-118.125","7523357310320640"
"728","2019 08 31","Delhi","28.625","77.125","7563890527305728"
"729","2019 08 31","Taipei","25.125","121.625","3948754008801280"
"730","2019 09 01","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"731","2019 09 01","Delhi","28.625","77.125","-1.26765060022823e+30"
"732","2019 09 01","Taipei","25.125","121.625","3412084960264192"
"733","2019 09 02","Los Angeles","34.125","-118.125","4902956960841728"
"734","2019 09 02","Delhi","28.625","77.125","5211034428112896"
"735","2019 09 02","Taipei","25.125","121.625","4598691277045760"
"736","2019 09 03","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"737","2019 09 03","Delhi","28.625","77.125","7798798931722240"
"738","2019 09 03","Taipei","25.125","121.625","5264208807591936"
"739","2019 09 04","Los Angeles","34.125","-118.125","9826857255960576"
"740","2019 09 04","Delhi","28.625","77.125","6703059895844864"
"741","2019 09 04","Taipei","25.125","121.625","-1.26765060022823e+30"
"742","2019 09 05","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"743","2019 09 05","Delhi","28.625","77.125","6537007333376000"
"744","2019 09 05","Taipei","25.125","121.625","5647600673882112"
"745","2019 09 06","Los Angeles","34.125","-118.125","10293753487032320"
"746","2019 09 06","Delhi","28.625","77.125","9829165800882176"
"747","2019 09 06","Taipei","25.125","121.625","-1.26765060022823e+30"
"748","2019 09 07","Los Angeles","34.125","-118.125","7122431776915456"
"749","2019 09 07","Delhi","28.625","77.125","6650641430609920"
"750","2019 09 07","Taipei","25.125","121.625","4654197823766528"
"751","2019 09 08","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"752","2019 09 08","Delhi","28.625","77.125","-1.26765060022823e+30"
"753","2019 09 08","Taipei","25.125","121.625","6471708798091264"
"754","2019 09 09","Los Angeles","34.125","-118.125","8637541620121600"
"755","2019 09 09","Delhi","28.625","77.125","-1.26765060022823e+30"
"756","2019 09 09","Taipei","25.125","121.625","-1.26765060022823e+30"
"757","2019 09 10","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"758","2019 09 10","Delhi","28.625","77.125","-1.26765060022823e+30"
"759","2019 09 10","Taipei","25.125","121.625","5085123703734272"
"760","2019 09 11","Los Angeles","34.125","-118.125","6967611090796544"
"761","2019 09 11","Delhi","28.625","77.125","8961580796477440"
"762","2019 09 11","Taipei","25.125","121.625","-1.26765060022823e+30"
"763","2019 09 12","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"764","2019 09 12","Delhi","28.625","77.125","9773527720787968"
"765","2019 09 12","Taipei","25.125","121.625","4512455849934848"
"766","2019 09 13","Los Angeles","34.125","-118.125","8398084308467712"
"767","2019 09 13","Delhi","28.625","77.125","8157271397761024"
"768","2019 09 13","Taipei","25.125","121.625","-1.26765060022823e+30"
"769","2019 09 14","Los Angeles","34.125","-118.125","7537659014545408"
"770","2019 09 14","Delhi","28.625","77.125","5977338734968832"
"771","2019 09 14","Taipei","25.125","121.625","4162687940427776"
"772","2019 09 15","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"773","2019 09 15","Delhi","28.625","77.125","-1.26765060022823e+30"
"774","2019 09 15","Taipei","25.125","121.625","2709759559991296"
"775","2019 09 16","Los Angeles","34.125","-118.125","7221962275291136"
"776","2019 09 16","Delhi","28.625","77.125","6783787027398656"
"777","2019 09 16","Taipei","25.125","121.625","3472562931630080"
"778","2019 09 17","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"779","2019 09 17","Delhi","28.625","77.125","-1.26765060022823e+30"
"780","2019 09 17","Taipei","25.125","121.625","3037098344972288"
"781","2019 09 18","Los Angeles","34.125","-118.125","7204166615171072"
"782","2019 09 18","Delhi","28.625","77.125","5837680357146624"
"783","2019 09 18","Taipei","25.125","121.625","4371974449004544"
"784","2019 09 19","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"785","2019 09 19","Delhi","28.625","77.125","7361126731874304"
"786","2019 09 19","Taipei","25.125","121.625","3130539116593152"
"787","2019 09 20","Los Angeles","34.125","-118.125","7855031864786944"
"788","2019 09 20","Delhi","28.625","77.125","-1.26765060022823e+30"
"789","2019 09 20","Taipei","25.125","121.625","-1.26765060022823e+30"
"790","2019 09 21","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"791","2019 09 21","Delhi","28.625","77.125","11355977282486272"
"792","2019 09 21","Taipei","25.125","121.625","3563651671785472"
"793","2019 09 22","Los Angeles","34.125","-118.125","4876153143689216"
"794","2019 09 22","Delhi","28.625","77.125","-1.26765060022823e+30"
"795","2019 09 22","Taipei","25.125","121.625","-1.26765060022823e+30"
"796","2019 09 23","Los Angeles","34.125","-118.125","6476271127101440"
"797","2019 09 23","Delhi","28.625","77.125","6448461213859840"
"798","2019 09 23","Taipei","25.125","121.625","6081504576798720"
"799","2019 09 24","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"800","2019 09 24","Delhi","28.625","77.125","-1.26765060022823e+30"
"801","2019 09 24","Taipei","25.125","121.625","4824440663703552"
"802","2019 09 25","Los Angeles","34.125","-118.125","7827997193142272"
"803","2019 09 25","Delhi","28.625","77.125","5093310448271360"
"804","2019 09 25","Taipei","25.125","121.625","5380827370225664"
"805","2019 09 26","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"806","2019 09 26","Delhi","28.625","77.125","-1.26765060022823e+30"
"807","2019 09 26","Taipei","25.125","121.625","3579622507675648"
"808","2019 09 27","Los Angeles","34.125","-118.125","4570391200661504"
"809","2019 09 27","Delhi","28.625","77.125","5138037163950080"
"810","2019 09 27","Taipei","25.125","121.625","-1.26765060022823e+30"
"811","2019 09 28","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"812","2019 09 28","Delhi","28.625","77.125","7291946619895808"
"813","2019 09 28","Taipei","25.125","121.625","2023882273849344"
"814","2019 09 29","Los Angeles","34.125","-118.125","5176161441153024"
"815","2019 09 29","Delhi","28.625","77.125","-1.26765060022823e+30"
"816","2019 09 29","Taipei","25.125","121.625","-1.26765060022823e+30"
"817","2019 09 30","Los Angeles","34.125","-118.125","13963432600535040"
"818","2019 09 30","Delhi","28.625","77.125","6902401676083200"
"819","2019 09 30","Taipei","25.125","121.625","1299027354189824"
"820","2019 10 01","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"821","2019 10 01","Delhi","28.625","77.125","-1.26765060022823e+30"
"822","2019 10 01","Taipei","25.125","121.625","6254516060028928"
"823","2019 10 02","Los Angeles","34.125","-118.125","12769241639944192"
"824","2019 10 02","Delhi","28.625","77.125","7768896832536576"
"825","2019 10 02","Taipei","25.125","121.625","-1.26765060022823e+30"
"826","2019 10 03","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
